key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
new_world_translation1,«ترجمة العالم الجديد للاسفار المقدسة» الصادرة في مانشستر، انكلترا في ١٨ حزيران (يونيو) ١٩٦٠، تعيد تقديم الاسم يهوه في اجزاء كثيرة من الكتاب المقدس,"“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960, reintroduces the name Jehovah in many parts of the Bible",hightlight reintroduction of Jehovah’s name,text,False, , , ,«ترجمة العالم الجديد للاسفار المقدسة» الصادرة في مانشستر، انكلترا في ١٨ حزيران (يونيو) ١٩٦٠، تعيد تقديم الاسم يهوه في اجزاء كثيرة من الكتاب المقدس,«ترجمة العالم الجديد للكتب المقدسة» تُصدر في مانشستر، إنجلترا في 18 يونيو 1960، وتعيد تقديم اسم يهوه في أجزاء كثيرة من الكتاب المقدس,"إصدار ""ترجمة العالم الجديد للأسفار المقدسة"" في مانشستر، إنجلترا في 18 يونيو 1960، وإعادة إدخال اسم يهوه في أجزاء كثيرة من الكتاب المقدس",إصدار «ترجمة العالم الجديد للأسفار المقدسة» في مانشستر، إنجلترا، في ١٨ حزيران (يونيو) ١٩٦٠، وإعادة إدخال اسم يهوه في أجزاء كثيرة من الكتاب المقدس,أعيد إدخال اسم «يهوه» في أجزاء عديدة من الكتاب المقدس في «ترجمة العالم الجديد للكتاب المقدس»، التي صدرت في مانشستر، إنجلترا، في 18 يونيو 1960
new_world_translation2,"النسخة المنقحة من ""ترجمة العالم الجديد للكتاب المقدس"" الصادرة في الاجتماع السنوي لعام 2013، مُحسَّنة لاستخدامها رقميًا وعلى الإنترنت","Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013, optimized to be used digitally and online",new edition with digital and online in mind,text,False, , , ,"النسخة المنقحة من ""ترجمة العالم الجديد للكتاب المقدس"" الصادرة في الاجتماع السنوي لعام 2013، مُحسَّنة للاستخدام رقميًا وعبر الإنترنت",«ترجمة العالم الجديد للكتب المقدسة» المنقحة تُصدر في الاجتماع السنوي 2013، محسّنة للاستخدام الرقمي وعبر الإنترنت,"إصدار ""ترجمة العالم الجديد للأسفار المقدسة"" المنقحة في الاجتماع السنوي لعام 2013، والمحسنة للاستخدام الرقمي وعبر الإنترنت",إصدار النسخة المنقحة من «ترجمة العالم الجديد للأسفار المقدسة» في الاجتماع السنوي سنة ٢٠١٣، مع تحسينها للاستخدام الرقمي والإلكتروني,صدرت النسخة المنقحة من «ترجمة العالم الجديد للكتاب المقدس» خلال الاجتماع السنوي لعام 2013، وقد تم تحسينها لتناسب الاستخدام الرقمي وعبر الإنترنت
cold_war,"الوضع الجيوسياسي المسمى ""الحرب الباردة"" 1945-1991",Geopolitical situation labeled “Cold War” 1945-1991, ,text,False, , , ,"الوضع الجيوسياسي المسمى ""الحرب الباردة"" 1945-1991",الوضع الجيوسياسي المسمى «الحرب الباردة» 1945-1991,"الوضع الجيوسياسي المسمى ""الحرب الباردة"" 1945-1991",الوضع الجيوسياسي الذي يحمل اسم «الحرب الباردة» ١٩٤٥-١٩٩١,الوضع الجيوسياسي المعروف باسم «الحرب الباردة» 1945-1991
codex_sinaiticus,المخطوطة السينائية مكتوبة,Codex Sinaiticus written, ,text,False, , , ,المخطوطة السينائية مكتوبة,كتابة مخطوطة سيناء,كتابة المخطوطة السينائية,كتابة مخطوطة سيناء,نسخة سيناء المكتوبة
codex_vaticanus,المخطوطة الفاتيكانية مكتوبة,Codex Vaticanus written, ,text,False, , , ,المخطوطة الفاتيكانية مكتوبة,كتابة مخطوطة الفاتيكان,كتابة المخطوطة الفاتيكانية,كتابة مخطوطة الفاتيكان,نسخة الفاتيكان المكتوبة
leningrad_codex,مخطوطة لينينغراد المكتوبة في القاهرة عام 1008 م,Leningrad Codex written in Cairo AD 1008, ,text,False, , , ,مخطوطة لينينغراد المكتوبة في القاهرة عام 1008 م,كتابة مخطوطة لينينغراد في القاهرة عام 1008 م,كتابة مخطوطة لينينغراد في القاهرة 1008 م,كتابة مخطوطة لينينغراد في القاهرة سنة ١٠٠٨ م,مخطوطة لينينغراد التي كُتبت في القاهرة عام 1008 م
john,يكتب يوحنا «الرؤيا» عندما كان منفيًا في بطمس (٩٦-٩٨ ب‌م).,John writes “revelation” while exiled on Patmos 96-98 C.E., ,text,False, , , ,يوحنا يكتب «الرؤيا» عندما كان منفيًا في بطمس (٩٦-٩٨ ب‌م).,يوحنا يكتب «سفر الرؤيا» أثناء نفيه في جزيرة باتموس 96-98 م,"يوحنا يكتب ""سفر الرؤيا"" أثناء نفيه في بطمس 96-98 ميلادية",يوحنا يكتب «الرؤيا» أثناء نفيه في بطمس ٩٦-٩٨ م,كتب يوحنا كتاب «الرؤيا» أثناء منفاه في جزيرة باتموس في الأعوام 96-98 م.
buddha,بوذا – سيدهارتا غوتاما حوالي 563 – 483 ق.م,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E, ,text,False, , , ,بوذا – سيدهارتا غوتاما حوالي 563 – 483 ق.م,بوذا – سيدهارتا جوتاما نحو 563- نحو 483 ق.م,البوذا – سِيدارتا غوتاما حوالي 563-483 قبل الميلاد,بوذا – سيدهارتا غوتاما نحو ٥٦٣-نحو ٤٨٣ ق.م,البوذا – سيدهارتا غوتاما، حوالي 563 – حوالي 483 قبل الميلاد
buddha2,بوذا بدلا من ذلك ج. 480-400 قبل الميلاد,Buddha alternatively c. 480-400 B.C.E., ,text,False, , , ,بوذا بدلا من ذلك ج. 480-400 قبل الميلاد,بوذا بشكل بديل نحو 480-400 ق.م,البوذا (تاريخ بديل) حوالي 480-400 قبل الميلاد,بوذا بحسب رأي آخر نحو ٤٨٠-٤٠٠ ق.م,بوذا، أو ما يقارب ذلك، حوالي 480-400 قبل الميلاد.
mohammed,محمد ج. 570-632 م.,Mohammed c. 570-632, ,text,False, , , ,محمد ج. 570-632,محمد نحو 570-632,محمد حوالي 570-632,محمد نحو ٥٧٠-٦٣٢,محمد (حوالي 570-632)
confucius,كونفوشيوس ج.551 - ج.479 ق.م.,Confucius c.551-c.479 B.C.E., ,text,False, , , ,كونفوشيوس ج.551 - ج.479 ق.م.,كونفوشيوس نحو 551- نحو 479 ق.م,كونفوشيوس حوالي 551-479 قبل الميلاد,كونفوشيوس نحو ٥٥١-نحو ٤٧٩ ق.م,كونفوشيوس (حوالي 551 - حوالي 479 قبل الميلاد)
hijrah,الهجرة - رحلة مكة إلى المدينة المنورة 16 يوليو 622,Hijrah - Journey Mecca to Medina 16 July 622, ,text,False, , , ,الهجرة - رحلة مكة إلى المدينة المنورة 16 يوليو 622,الهجرة – الرحلة من مكة إلى المدينة 16 يوليو 622,الهجرة - الهجرة من مكة إلى المدينة 16 يوليو 622,الهجرة – الرحلة من مكة إلى المدينة في ١٦ تموز (يوليو) ٦٢٢,الهجرة - الرحلة من مكة إلى المدينة المنورة في 16 يوليو 622
moses_escape,1553 قبل الميلاد كان على موسى أن يهرب من مصر ـ خروج 2: 15، أعمال الرسل 7: 23,"1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23", ,text,False, , , ,1553 قبل الميلاد كان على موسى أن يهرب من مصر ـ خروج 2: 15، أعمال الرسل 7: 23,1553 ق.م هروب موسى من مصر – الخروج 2:15، أعمال 7:23,1553 قبل الميلاد موسى يضطر للهرب من مصر – الخروج 2: 15، أعمال الرسل 7: 23,١٥٥٣ ق.م، اضطرار موسى للهرب من مصر – خروج ٢:‏١٥، أعمال ٧:‏٢٣,1553 قبل الميلاد. اضطر موسى إلى الفرار من مصر – سفر الخروج 2:15، سفر أعمال الرسل 7:23
10plagues,في عام 1513 قبل الميلاد، تلقت مصر 10 ضربات,1513 B.C.E Egypt receives 10 plagues, ,text,False, , , ,في عام 1513 قبل الميلاد، تلقت مصر 10 ضربات,1513 ق.م تتلقى مصر الضربات العشر,1513 قبل الميلاد ضرب مصر بالضربات العشر,١٥١٣ ق.م، حلول ١٠ ضربات على مصر,1513 قبل الميلاد: أصيبت مصر بـ 10 ضربات
joseph_sold,بيع يوسف عبداً وهو ابن 17 سنة – تك 37: 2,Joseph sold as slave at the age of 17 – Gen 37:2, ,text,False, , , ,بيع يوسف عبداً وهو ابن 17 سنة – تك 37: 2,بيع يوسف عبدًا وعمره 17 سنة – تكوين 37:2,بيع يوسف كعبد في سن 17 – التكوين 37: 2,بيع يوسف عبدا في سن ١٧ – تكوين ٣٧:‏٢,بُيع يوسف كعبد وهو في السابعة عشرة من عمره – تكوين 37:2
infliction,٤٠٠ سنة عقاب (أعمال ٧: ٦) – إسماعيل ١٩١٣ ق.م.,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E, ,text,False, , , ,٤٠٠ سنة عقاب (أعمال ٧: ٦) – إسماعيل ١٩١٣ ق.م.,فترة الأربع مئة سنة من الضيق (أعمال 7:6) – إسماعيل 1913 ق.م,400 سنة من المضايقة (أعمال الرسل 7: 6) – إسماعيل 1913 قبل الميلاد,ابتلاء الأربعمئة سنة (أعمال ٧:‏٦) – إسماعيل سنة ١٩١٣ ق.م,400 عام من الاضطهاد (أعمال الرسل 7:6) – إسماعيل 1913 قبل الميلاد
Alexander,الإسكندر الأكبر (دانيال 11: 3),Alexander the Great (Daniel 11:3), ,text,False, , , ,الإسكندر الأكبر (دانيال 11: 3),الإسكندر الأكبر (دانيال 11:3),الإسكندر الأكبر (دانيال 11: 3),الإسكندر الأكبر (دانيال ١١:‏٣),الإسكندر الأكبر (دانيال 11:3)
persia,كورش الكبير، قمبيز الثاني، داريوس الأول 490 قبل الميلاد، زركسيس الأول 480 قبل الميلاد (زوج أستير، دانيال 11: 2),"Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , ,كورش الكبير، قمبيز الثاني، داريوس الأول 490 قبل الميلاد، زركسيس الأول 480 قبل الميلاد (زوج أستير، دانيال 11: 2),قورش الأكبر، قمبيز الثاني، داريوس الأول 490 ق.م، خشايارشا الأول 480 ق.م (زوج أستير، دانيال 11:2),كورش الأكبر، قمبيز الثاني، داريوس الأول 490 قبل الميلاد، أحشويروش الأول 480 قبل الميلاد (زوج أستير، دانيال 11: 2),كورش العظيم، قمبيز الثاني، داريوس الأول سنة ٤٩٠ ق.م، أحشويروش الأول سنة ٤٨٠ ق.م (زوج أستير، دانيال ١١:‏٢),قورش الكبير، كامبيز الثاني، داريوس الأول 490 قبل الميلاد، زركسيس الأول 480 قبل الميلاد (زوج إستير، دانيال 11:2)
king_north,سلوقس الأول نيكاتور (آية ٥) سوريا إلى أنطيوخس الثالث (آية ١٠) وسلوقس الرابع (آية ١٨، ١٩) نزولاً إلى أوكتافيان (آية ٢٠) وتيبيريوس (آية ٢١-٢٤).,"Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , ,سلوقس الأول نيكاتور (آية ٥) سوريا إلى أنطيوخس الثالث (آية ١٠) وسلوقس الرابع (آية ١٨، ١٩) نزولاً إلى أوكتافيان (آية ٢٠) وتيبيريوس (آية ٢١-٢٤).,سلوقس الأول نيكاتور (الآية 5) سوريا إلى أنطيوخوس الثالث (الآية 10) وسلوقس الرابع (الآيتان 18، 19) وصولًا إلى أوكتافيان (الآية 20) وتيبيريوس (الآيات 21-24),سلوقس الأول نيقاطور (ع5) سوريا إلى أنطيوخس الثالث (ع10) وسلوقس الرابع (ع18، 19) وصولاً إلى أوكتافيان (ع20) وطيباريوس (ع21-24),سلوقس الأول نيكاتور (العدد ٥) سورية إلى أنطيوخس الثالث (العدد ١٠) وسلوقس الرابع (العددان ١٨، ١٩) وصولا إلى أوكتافيان (العدد ٢٠) وتيبيريوس (الأعداد ٢١-٢٤),سليوكوس الأول نيكاتور (الفصل 5) من سوريا إلى أنطيوخوس الثالث (الفصل 10) وسليوكوس الرابع (الفصلان 18 و19) وصولاً إلى أوكتافيان (الفصل 20) وتيبيريوس (الفصول 21-24)
king_north1,ملك الشمال,King of the North, ,text,False, , , ,ملك الشمال,ملك الشمال,ملك الشمال,ملك الشمال,ملك الشمال
king_south,بطليموس الأول والثاني والثالث والرابع (آية ١١، ١٢)، والخامس (آية ١٥، ١٦) إلى معركة أكتيوم ٣١ قم.,"Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , ,بطليموس الأول والثاني والثالث والرابع (آية ١١، ١٢)، والخامس (آية ١٥، ١٦) إلى معركة أكتيوم ٣١ قم.,بطليموس الأول، الثاني، الثالث، الرابع (الآيتان 11، 12)، الخامس (الآيتان 15، 16) إلى معركة أكتيوم 31 ق.م,بطليموس الأول، الثاني، الثالث، الرابع (ع11، 12)، الخامس (ع15، 16) حتى معركة أكتيوم 31 قبل الميلاد,بطليموس الأول والثاني والثالث والرابع (العددان ١١، ١٢)، والخامس (العددان ١٥، ١٦) حتى معركة أكتيوم سنة ٣١ ق.م,بطليموس الأول، والثاني، والثالث، والرابع (v11، 12)، والخامس (v15، 16) حتى معركة أكتيوم عام 31 قبل الميلاد.
king_south1,ملك الجنوب,King of the South, ,text,False, , , ,ملك الجنوب,ملك الجنوب,ملك الجنوب,ملك الجنوب,ملك الجنوب
king_south2,الإمبراطورية البريطانية 1870، القوة العالمية الأنجلو-أمريكية منذ 1914,"British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , ,الإمبراطورية البريطانية 1870، القوة العالمية الأنجلو-أمريكية منذ 1914,الإمبراطورية البريطانية 1870، القوة العالمية الأنجلو-أمريكية منذ 1914,الإمبراطورية البريطانية 1870، القوة العالمية الأنجلو-أمريكية منذ 1914,الإمبراطورية البريطانية سنة ١٨٧٠، القوة العالمية الأنكلو-أمريكية منذ سنة ١٩١٤,الإمبراطورية البريطانية عام 1870، القوة العالمية الأنجلو-أمريكية منذ عام 1914
king_south3,ملك الجنوب,King of the South, ,text,False, , , ,ملك الجنوب,ملك الجنوب,ملك الجنوب,ملك الجنوب,ملك الجنوب
king_north2,ألمانيا مع الإمبراطور ويليام الأول ١٨٧١ (آية ٢٨)، ١٩١٤ (آية ٢٩)، ١٩٣٥ (آية ٣٠ب)، ١٩٣٩ (آية ٣١ أ),"Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , ,ألمانيا مع الإمبراطور ويليام الأول ١٨٧١ (آية ٢٨)، ١٩١٤ (آية ٢٩)، ١٩٣٥ (آية ٣٠ب)، ١٩٣٩ (آية ٣١ أ),ألمانيا مع الإمبراطور فيلهلم الأول 1871 (الآية 28)، 1914 (الآية 29)، 1935 (الآية 30ب)، 1939 (الآية 31أ),ألمانيا في عهد الإمبراطور فيلهلم الأول 1871 (ع28)، 1914 (ع29)، 1935 (ع30ب)، 1939 (ع31أ),ألمانيا مع الإمبراطور وليم الأول سنة ١٨٧١ (العدد ٢٨)، ١٩١٤ (العدد ٢٩)، ١٩٣٥ (العدد ٣٠ب)، ١٩٣٩ (العدد ٣١أ),ألمانيا في عهد الإمبراطور فيلهلم الأول: 1871 (v28)، 1914 (v29)، 1935 (v30b)، 1939 (v31a)
king_north3,شمال,North, ,text,False, , , ,شمال,الشمال,الشمال,الشمال,الشمال
king_north4,الاتحاد السوفييتي 1945-1991 (دانيال 11: 32-39، 40ب، 41),"Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , ,الاتحاد السوفييتي 1945-1991 (دانيال 11: 32-39، 40ب، 41),الاتحاد السوفييتي 1945-1991 (دانيال 11:32-39، 40ب، 41),الاتحاد السوفيتي 1945-1991 (دانيال 11: 32-39، 40ب، 41),الاتحاد السوفياتي ١٩٤٥-١٩٩١ (دانيال ١١:‏٣٢-٣٩، ٤٠ب، ٤١),الاتحاد السوفيتي 1945-1991 (دانيال 11:32-39، 40ب، 41)
king_north5,روسيا منذ عام 2017 (20 مايو),Russia since 2017 (w20 May), ,text,False, , , ,روسيا منذ عام 2017 (20 مايو),روسيا منذ 2017 (و20 مايو),روسيا منذ 2017 (w20 مايو),روسيا منذ سنة ٢٠١٧ (برج المراقبة عدد أيار ٢٠٢٠),روسيا منذ عام 2017 (حتى 20 مايو)
time_of_end,حضور المسيح، اختتام نظام الأشياء (متى 24: 3)، الأيام الأخيرة (2 تيموثاوس 3: 1),"Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False, , , ,حضور المسيح، اختتام نظام الأشياء (متى 24: 3)، الأيام الأخيرة (2 تيموثاوس 3: 1),حضور المسيح، انتهاء نظام الأشياء (متى 24:3)، الأيام الأخيرة (2 تيموثاوس 3:1),حضور المسيح، انقضاء نظام الأشياء (متى 24: 3)، الأيام الأخيرة (2 تيموثاوس 3: 1),حضور المسيح، اختتام نظام الأشياء (متى ٢٤:‏٣)، الأيام الأخيرة (٢ تيموثاوس ٣:‏١),حضور المسيح، نهاية نظام الأمور (متى 24:3)، الأيام الأخيرة (2 تيموثاوس 3:1)
time_of_end2,الأيام الأخيرة,Last days, ,text,False, , , ,الأيام الأخيرة,الأيام الأخيرة,الأيام الأخيرة,الأيام الأخيرة,الأيام الأخيرة
suryavaman2,الملك سوريافارمان الثاني يبني أنغكور وات 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False, , , ,الملك سوريافارمان الثاني يبني أنغكور وات 1113-1150,الملك سوريافارمان الثاني يبني أنكور وات 1113-1150,الملك سوريفارمان الثاني يبني أنغكور وات 1113-1150,الملك سوريافارمان الثاني يبني أنغكور وات ١١١٣-١١٥٠,قام الملك سوريافارمان الثاني ببناء أنغكور وات في الفترة من 1113 إلى 1150
notre-dame,بنيت نوتردام باريس 1163-1260,Notre-Dame de Paris built 1163-1260, ,text,False, , , ,نوتردام باريس بنيت 1163-1260,بناء كاتدرائية نوتردام في باريس 1163-1260,بناء كاتدرائية نوتردام دي باري 1163-1260,بناء كاتدرائية نوتردام باريس ١١٦٣-١٢٦٠,كاتدرائية نوتردام دي باريس، التي شُيدت في الفترة من 1163 إلى 1260
babel,تم بناء برج بابل,Tower of Babel built, ,text,False, , , ,تم بناء برج بابل,بناء برج بابل,بناء برج بابل,بناء برج بابل,بناء برج بابل
infliction1,400 سنة من العار,400 year infliction,Acts 7:6,text,False, , , ,400 سنة من العار,فترة الأربع مئة سنة من الضيق,400 سنة من المضايقة,ابتلاء الأربعمئة سنة,400 عام من المعاناة
Lots_wife,زوجة لوط,Lot’s wife, ,text,False, , , ,زوجة لوط,زوجة لوط,زوجة لوط,امرأة لوط,زوجة لوط
Lots_daughters,بنات لوط,Daughters of Lot, ,text,False, , , ,بنات لوط,بنات لوط,ابنتا لوط,بنتا لوط,بنات لوط
Moab,موآب (الابنة الكبرى),Moab (older daughter),Genesis 19:37,text,False, , , ,موآب (الابنة الكبرى),موآب (البنت الكبرى),مؤاب (الابنة الكبرى),موآب (الابنة الكبرى),موآب (الابنة الكبرى)
rosetta,حجر رشيد 196 ق.م.,Rosetta stone 196 B.C.E., ,text,False, , , ,حجر رشيد 196 ق.م.,حجر رشيد 196 ق.م,حجر رشيد 196 قبل الميلاد,حجر رشيد سنة ١٩٦ ق.م,حجر رشيد، عام 196 قبل الميلاد
Herodotus,هيرودوت ج. 484 - ج. 425 قبل الميلاد، يكتب التاريخ,"Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False, , , ,هيرودوت ج. 484 - ج. 425 قبل الميلاد، يكتب التاريخ,هيرودوتس حوالي 484 – حوالي 425 ق.م، يكتب التاريخ,"هيرودوت حوالي 484 – حوالي 425 قبل الميلاد، يكتب كتاب ""التاريخ""",هيرودوت نحو ٤٨٤-نحو ٤٢٥ ق.م، يكتب «التواريخ»,هيرودوت (حوالي 484 – حوالي 425 قبل الميلاد)، مؤلف كتاب «التاريخ»
Aristotle,أرسطو 384 – 322 ق.م,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False, , , ,أرسطو 384 – 322 ق.م,أرسطو 384 – 322 ق.م,أرسطو 384 – 322 قبل الميلاد,أرسطو ٣٨٤-٣٢٢ ق.م,أرسطو 384 – 322 قبل الميلاد
Ptolemy,بطليموس ج 100 – ج. 170 م.,Ptolemy c 100 – c. 170 C.E., ,text,False, , , ,بطليموس ج 100 – ج. 170 م.,بطليموس حوالي 100 – حوالي 170 م,بطليموس حوالي 100 – حوالي 170 ميلادية,بطليموس نحو ١٠٠-نحو ١٧٠ م,بطليموس، حوالي 100 – حوالي 170 م
Pythagoras,فيثاغورس ج. 570 - ج. 495 قبل الميلاد,Pythagoras c. 570 – c. 495 BC, ,text,False, , , ,فيثاغورس ج. 570 - ج. 495 قبل الميلاد,فيثاغورس حوالي 570 – حوالي 495 ق.م,فيثاغورس حوالي 570 – حوالي 495 قبل الميلاد,فيثاغورس نحو ٥٧٠-نحو ٤٩٥ ق.م,فيثاغورس، حوالي 570 – حوالي 495 قبل الميلاد
Plato,أفلاطون ج. 427 - ج. 348 قبل الميلاد,Plato c. 427 – c. 348 BC, ,text,False, , , ,أفلاطون ج. 427 - ج. 348 قبل الميلاد,أفلاطون حوالي 427 – حوالي 348 ق.م,أفلاطون حوالي 427 – حوالي 348 قبل الميلاد,أفلاطون نحو ٤٢٧-نحو ٣٤٨ ق.م,أفلاطون، حوالي 427 – حوالي 348 قبل الميلاد
Socrates,سقراط ج. 470 - ج. 399 قبل الميلاد,Socrates c. 470 – c. 399 BC, ,text,False, , , ,سقراط ج. 470 - ج. 399 قبل الميلاد,سقراط حوالي 470 – حوالي 399 ق.م,سقراط حوالي 470 – حوالي 399 قبل الميلاد,سقراط نحو ٤٧٠-نحو ٣٩٩ ق.م,سقراط، حوالي 470 – حوالي 399 قبل الميلاد
Josephus,جوزيفوس ج. 37 – ج. 100 م.,Josephus c. 37 – c. 100 C.E., ,text,False, , , ,جوزيفوس ج. 37 – ج. 100 م.,يوسيفوس حوالي 37 – حوالي 100 م,يوسيفوس حوالي 37 – حوالي 100 ميلادية,يوسيفوس نحو ٣٧-نحو ١٠٠ م,يوسيفوس، حوالي 37 – حوالي 100 م
Cicero,شيشرون 106-43 ق.م,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False, , , ,شيشرون 106-43 ق.م,شيشرون 106–43 ق.م,شيشرون 106–43 قبل الميلاد,شيشرون ١٠٦-٤٣ ق.م,شيشرون 106–43 قبل الميلاد
lachish_letters,رسائل لاشيش ج. 590 قبل الميلاد,Lachish letters c. 590 B.C.E., ,text,False, , , ,رسائل لاشيش ج. 590 قبل الميلاد,رسائل لخيش حوالي 590 ق.م,رسائل لخيش حوالي 590 قبل الميلاد,رسائل لخيش نحو ٥٩٠ ق.م,رسائل لاكيش، حوالي عام 590 قبل الميلاد
lachish_reliefs,نقوش لاشيش ج. 681 قبل الميلاد,Lachish reliefs c. 681 B.C.E., ,text,False, , , ,نقوش لاشيش ج. 681 قبل الميلاد,منحوتات لخيش حوالي 681 ق.م,نقوش لخيش حوالي 681 قبل الميلاد,نقوش لخيش نحو ٦٨١ ق.م,نقوش لاكيش، حوالي عام 681 قبل الميلاد.
mesha_stele,مسلة ميشا (حجر موآبي) ج. 840 قبل الميلاد,Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,text,False, , , ,مسلة ميشا (حجر موآبي) ج. 840 قبل الميلاد,مسلة ميشع (الحجر الموآبي) حوالي 840 ق.م,مسلة ميشع (حجر مؤاب) حوالي 840 قبل الميلاد,مسلة ميشع (حجر الموآبيين) نحو ٨٤٠ ق.م,نصب ميشا (الحجر الموآبي) حوالي عام 840 قبل الميلاد
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False, , , ,جلجامش وآغا 𒇽𒆥𒀀𒀝𒂵,جلجامش وأجا 𒇽𒆥𒄄𒀀𒀝𒂵,جلجامش وآجا 𒇽𒆥𒄄𒀀𒀝𒂵,جلجامش وأغا 𒇽𒆥𒄄𒀀𒀝𒂵,جلجامش وآغا 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,ملحمة جلجامش (سين-لقي-أونيني),Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False, , , ,ملحمة جلجامش (سين-لقي-أونيني),ملحمة جلجامش (سن-لِقي-أونّيني),ملحمة جلجامش (سن-لقي-أونيني),ملحمة جلجامش (سين-ليقي-أونيني),ملحمة جلجامش (سين-ليقي-أونيني)
gregorian,التقويم الغريغوري 1582,Gregorian calendar 1582, ,text,False, , , ,التقويم الغريغوري 1582,التقويم الغريغوري 1582,التقويم الغريغوري 1582,التقويم الغريغوري سنة ١٥٨٢,التقويم الغريغوري، عام 1582
shang-dynasty,ج. 1600-1046 ق.م,c. 1600-1046 BC, ,text,False, , , ,ج. 1600-1046 ق.م,حوالي 1600-1046 ق.م,حوالي 1600-1046 قبل الميلاد,نحو ١٦٠٠-١٠٤٦ ق.م,حوالي 1600-1046 قبل الميلاد
western-zhou,ج. 1046-771 ق.م,c. 1046-771 BC, ,text,False, , , ,ج. 1046-771 ق.م,حوالي 1046-771 ق.م,حوالي 1046-771 قبل الميلاد,نحو ١٠٤٦-٧٧١ ق.م,حوالي 1046-771 قبل الميلاد
qin-dynasty,تشين 221-207 ق.م,Qin 221-207 BC, ,text,False, , , ,تشين 221-207 ق.م,تشين 221-207 ق.م,تشين 221-207 قبل الميلاد,أسرة تشين ٢٢١-٢٠٧ ق.م,أسرة تشين 221-207 قبل الميلاد
western-han,207 قبل الميلاد – 9 م,207 BC – 9 CE, ,text,False, , , ,207 قبل الميلاد – 9 م,207 ق.م – 9 م,207 قبل الميلاد – 9 ميلادية,٢٠٧ ق.م – ٩ م,207 قبل الميلاد – 9 بعد الميلاد
three-kingdoms,الممالك الثلاث 220 – 280 م,Three kingdoms 220-280 CE, ,text,False, , , ,الممالك الثلاث 220 – 280 م,الممالك الثلاث 220-280 م,الممالك الثلاث 220-280 ميلادية,الممالك الثلاث ٢٢٠-٢٨٠ م,الممالك الثلاث 220-280 م
sixteen-kingdoms,الممالك الستة عشر 304-439 م,Sixteen kingdoms 304-439 CE, ,text,False, , , ,الممالك الستة عشر 304-439 م,الممالك الست عشرة 304-439 م,الممالك الست عشرة 304-439 ميلادية,الممالك الستة عشر ٣٠٤-٤٣٩ م,ستة عشر مملكة 304-439 م
tang-dynasty2,618-690، 705-907,"618-690, 705-907", ,text,False, , , ,618-690، 705-907,618-690، 705-907,618-690، 705-907,٦١٨-٦٩٠، ٧٠٥-٩٠٧,618-690، 705-907
wu-zhou,690-705 وو تشو,690-705 Wu Zhou, ,text,False, , , ,690-705 وو تشو,وو زو 690-705,690-705 وو تشو,٦٩٠-٧٠٥ وو تشو,690-705 وو تشو
tang-dynasty1_c,تانغ,Tang, ,text,False, , , ,تانغ,تانغ,تانغ,أسرة تانغ,تانغ
gonghe,ريجنسي غونغهي 841-828 ق.م,Gonghe Regency 841-828 BC, ,text,False, , , ,ريجنسي غونغهي 841-828 ق.م,إقليم غونغهي 841-828 ق.م,وصاية غونغخه 841-828 قبل الميلاد,وصاية غونغخه ٨٤١-٨٢٨ ق.م,مقاطعة غونغه 841-828 قبل الميلاد
Ashoka,أشوكا (حوالي 304-232 قبل الميلاد) يروج للبوذية,Ashoka (c. 304-232 BC) promotes Buddhism, ,text,False, , , ,أشوكا (حوالي 304-232 قبل الميلاد) يروج للبوذية,أشوكا (حوالي 304-232 ق.م) يعزز البوذية,أشوكا (حوالي 304-232 قبل الميلاد) يروج للبوذية,أشوكا (نحو ٣٠٤-٢٣٢ ق.م) ينشر البوذية,أشوكا (حوالي 304-232 قبل الميلاد) يروج للبوذية
