key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
Alexander,Александър Велики (Даниил 11:3),Alexander the Great (Daniel 11:3), ,text,False, , , ,Александър Велики (Даниил 11:3),Александър Велики (Даниил 11:3), ,Александър Велики (Даниил 11:3),Александър Велики (Даниил 11:3)
persia,"Кир Велики, Камбиз II, Дарий I – 490 г. пр.н.е., Ксеркс I – 480 г. пр.н.е. (съпруг на Естир, Даниил 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)", ,text,False, , , ,"Кир Велики, Камбиз II, Дарий I 490 г. пр.н.е., Ксеркс I 480 г. пр.н.е. (съпруг на Естир, Даниил 11:2)","Кир Велики, Камбиз II, Дарий I 490 пр.сл.е., Ксеркс I 480 пр.сл.е. (съпруг на Естир, Даниил 11:2)", ,"Кир Велики, Камбиз II, Дарий I (490 г. пр.н.е.), Ксеркс I (480 г. пр.н.е., съпруг на Естир, Даниил 11:2)","Кир Велики, Камбиз II, Дарий I – 490 г. пр.н.е., Ксеркс I – 480 г. пр.н.е. (съпруг на Естир, Даниил 11:2)"
king_north,"Селевк I Никатор (в. 5) – от Сирия до Антиох III (в. 10) и Селевк IV (в. 18, 19) – чак до Октавиан (в. 20) и Тиберий (в. 21–24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)", ,text,False, , , ,"Селевк I Никатор (ст. 5) Сирия до Антиох III (ст. 10) и Селевк IV (ст. 18, 19) до Октавиан (ст. 20) и Тиберий (ст. 21-24)","Селевк I Никатор (ст.5) Сирия до Антиох III (ст.10) и Селевк IV (ст.18, 19) до Октавиан (ст.20) и Тиберий (ст.21-24)", ,"Селевк I Никатор (ст. 5), Сирия, до Антиох III (ст. 10) и Селевк IV (ст. 18, 19), чак до Октавиан (ст. 20) и Тиберий (ст. 21-24)","Селевк I Никатор (в. 5) – от Сирия до Антиох III (в. 10) и Селевк IV (в. 18, 19) – чак до Октавиан (в. 20) и Тиберий (в. 21–24)"
king_north1,Кралят на Севера,King of the North, ,text,False, , , ,Кралят на Севера,Цар на Севера, ,Царят на севера,Кралят на Севера
king_south,"Птолемей I, II, III, IV (в. 11, 12), V (в. 15, 16) до битката при Актиум през 31 г. пр.н.е.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.", ,text,False, , , ,"Птолемей I, II, III, IV (ст. 11, 12), V (ст. 15, 16) до битката при Акциум 31 г. пр.н.е.","Птолемей I, II, III, IV (ст.11, 12), V (ст.15, 16) до битката при Акциум 31 пр.сл.е.", ,"Птолемей I, II, III, IV (ст. 11, 12), V (ст. 15, 16) до битката при Акциум, 31 г. пр.н.е.","Птолемей I, II, III, IV (в. 11, 12), V (в. 15, 16) до битката при Актиум през 31 г. пр.н.е."
king_south1,Кралят на Юга,King of the South, ,text,False, , , ,Крал на Юга,Цар на Юга, ,Царят на юга,Кралят на Юга
king_south2,"Британската империя през 1870 г., англо-американска световна сила от 1914 г. насам","British Empire 1870, Anglo-American World Power since 1914", ,text,False, , , ,"Британска империя 1870 г., англо-американска световна сила от 1914 г.","Британска империя 1870, Англо-американска световна сила от 1914", ,"Британската империя, 1870 г., Англо-американска световна сила от 1914 г.","Британската империя през 1870 г., англо-американска световна сила от 1914 г. насам"
king_south3,Кралят на Юга,King of the South, ,text,False, , , ,Крал на Юга,Цар на Юга, ,Царят на юга,Кралят на Юга
king_north2,"Германия с император Вилхелм I: 1871 г. (в. 28), 1914 г. (в. 29), 1935 г. (в. 30б), 1939 г. (в. 31а)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)", ,text,False, , , ,"Германия с император Вилхелм I 1871 (ст. 28), 1914 (ст. 29), 1935 (ст. 30б), 1939 (ст. 31а)","Германия с император Вилхелм I 1871 (ст.28), 1914 (ст.29), 1935 (ст.30б), 1939 (ст.31а)", ,"Германия с император Вилхелм I, 1871 г. (ст. 28), 1914 г. (ст. 29), 1935 г. (ст. 30б), 1939 г. (ст. 31а)","Германия с император Вилхелм I: 1871 г. (в. 28), 1914 г. (в. 29), 1935 г. (в. 30б), 1939 г. (в. 31а)"
king_north3,Север,North, ,text,False, , , ,Север,Север, ,Север,Север
king_north4,"Съветският съюз 1945–1991 г. (Даниил 11:32–39, 40б, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)", ,text,False, , , ,"Съветски съюз 1945-1991 (Даниил 11:32-39, 40б, 41)","Съветски съюз 1945-1991 (Даниил 11:32-39, 40б, 41)", ,"Съветският съюз, 1945-1991 г. (Даниил 11:32-39, 40б, 41)","Съветският съюз 1945–1991 г. (Даниил 11:32–39, 40б, 41)"
king_north5,Русия от 2017 г. (20 май),Russia since 2017 (w20 May), ,text,False, , , ,Русия от 2017 г. (т20 май),Русия от 2017 (w20 май), ,"Русия от 2017 г. (сп. „Стражева кула“, май 2020)",Русия от 2017 г. (20 май)
time_of_end,"Присъствието на Христос, Краят на сегашния ред на нещата (Матей 24:3), последните дни (2 Тимотей 3:1)","Presence of Christ, Conclusion of the system of things (Matthew 24:3), the last days (2 Timothy 3:1)",scriptures written out,text,False, , , ,"Присъствието на Христос, Завършекът на системата на нещата (Матей 24:3), последните дни (2 Тимотей 3:1)","Присъствие на Христос, Край на системата на нещата (Матей 24:3), последните дни (2 Тимотей 3:1)", ,"Присъствието на Христос, краят на системата (Матей 24:3), последните дни (2 Тимотей 3:1)","Присъствието на Христос, Краят на сегашния ред на нещата (Матей 24:3), последните дни (2 Тимотей 3:1)"
time_of_end2,Последните дни,Last days, ,text,False, , , ,Последни дни,Последни дни, ,Последните дни,Последните дни
suryavaman2,Крал Суряварман II построява Ангкор Ват в периода 1113–1150 г.,King Suryavarman II builds Angkor Wat 1113-1150, ,text,False, , , ,Крал Суряварман II построява Ангкор Ват 1113-1150,Крал Суряварман II построява Ангкор Ват 1113-1150, ,"Крал Сурявармам II строи Ангкор Ват, 1113-1150 г.",Крал Суряварман II построява Ангкор Ват в периода 1113–1150 г.
notre-dame,"„Нотр-Дам де Пари“, построена през 1163–1260 г.",Notre-Dame de Paris built 1163-1260, ,text,False, , , ,"Нотр Дам дьо Пари, построен през 1163-1260 г",Нотр Дам дьо Пари е построена 1163-1260, ,"Нотр Дам дьо Пари е построена, 1163-1260 г.","„Нотр-Дам де Пари“, построена през 1163–1260 г."
babel,Построена е Вавилонската кула,Tower of Babel built, ,text,False, , , ,Вавилонската кула построена,Вавилонската кула е построена, ,Построена е Вавилонската кула,Построена е Вавилонската кула
infliction1,400-годишно страдание,400 year infliction,Acts 7:6,text,False, , , ,400 години страдание,400-годишно потисничество, ,400-годишно потисничество,400-годишно страдание
Lots_wife,Жената на Лот,Lot’s wife, ,text,False, , , ,Съпругата на Лот,Жената на Лот, ,Жената на Лот,Жената на Лот
Lots_daughters,Дъщерите на Лот,Daughters of Lot, ,text,False, , , ,Дъщери на Лот,Дъщерите на Лот, ,Дъщерите на Лот,Дъщерите на Лот
Moab,Моаб (по-голямата дъщеря),Moab (older daughter),Genesis 19:37,text,False, , , ,Моав (по-голяма дъщеря),Моав (по-голямата дъщеря), ,Моав (по-голямата дъщеря),Моаб (по-голямата дъщеря)
rosetta,"Камъкът от Розета, 196 г. пр.н.е.",Rosetta stone 196 B.C.E., ,text,False, , , ,Розетски камък 196 г. пр.н.е.,Розетски камък 196 пр.сл.е., ,"Розетският камък, 196 г. пр.н.е.","Камъкът от Розета, 196 г. пр.н.е."
Herodotus,Херодот (ок. 484 – ок. 425 г. пр. Хр.) написва „Истории“,"Herodotus c. 484 – c. 425 BC, writes The Histories",Father of History,text,False, , , ,"Херодот около 484 – около 425 г. пр.н.е., пише „Историите“","Херодот ок. 484 – ок. 425 пр.н.е., пише „Истории""", ,"Херодот, ок. 484 – ок. 425 г. пр.н.е., пише „Истории“",Херодот (ок. 484 – ок. 425 г. пр. Хр.) написва „Истории“
Aristotle,Аристотел 384 – 322 г. пр.н.е.,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher",text,False, , , ,Аристотел 384 – 322 г. пр.н.е.,Аристотел 384 – 322 пр.н.е., ,"Аристотел, 384 – 322 г. пр.н.е.",Аристотел 384 – 322 г. пр.н.е.
Ptolemy,"Птолемей, ок. 100 – ок. 170 г. сл. Хр.",Ptolemy c 100 – c. 170 C.E., ,text,False, , , ,Птолемей около 100 – около 170 г. сл. Хр.,Птолемей ок. 100 – ок. 170 сл.н.е., ,"Птолемей, ок. 100 – ок. 170 г. н.е.","Птолемей, ок. 100 – ок. 170 г. сл. Хр."
Pythagoras,"Питагор, ок. 570 – ок. 495 г. пр.н.е.",Pythagoras c. 570 – c. 495 BC, ,text,False, , , ,Питагор ок. 570 – ок. 495 г. пр.н.е.,Питагор ок. 570 – ок. 495 пр.н.е., ,"Питагор, ок. 570 – ок. 495 г. пр.н.е.","Питагор, ок. 570 – ок. 495 г. пр.н.е."
Plato,"Платон, ок. 427 – ок. 348 г. пр.н.е.",Plato c. 427 – c. 348 BC, ,text,False, , , ,Платон ок. 427 – ок. 348 г. пр.н.е.,Платон ок. 427 – ок. 348 пр.н.е., ,"Платон, ок. 427 – ок. 348 г. пр.н.е.","Платон, ок. 427 – ок. 348 г. пр.н.е."
Socrates,"Сократ, ок. 470 – ок. 399 г. пр.н.е.",Socrates c. 470 – c. 399 BC, ,text,False, , , ,Сократ около 470 – около 399 г. пр.н.е.,Сократ ок. 470 – ок. 399 пр.н.е., ,"Сократ, ок. 470 – ок. 399 г. пр.н.е.","Сократ, ок. 470 – ок. 399 г. пр.н.е."
Josephus,"Йосиф Флавий, ок. 37 – ок. 100 г. сл. Хр.",Josephus c. 37 – c. 100 C.E., ,text,False, , , ,Йосиф Флавий ок. 37 – ок. 100 г. сл. Хр.,Йосиф Флавий ок. 37 – ок. 100 сл.н.е., ,"Йосиф Флавий, ок. 37 – ок. 100 г. н.е.","Йосиф Флавий, ок. 37 – ок. 100 г. сл. Хр."
Cicero,Цицерон 106–43 г. пр.н.е.,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False, , , ,Цицерон 106–43 г. пр.н.е.,Цицерон 106–43 пр.н.е., ,"Цицерон, 106–43 г. пр.н.е.",Цицерон 106–43 г. пр.н.е.
lachish_letters,"Писма от Лахиш, около 590 г. пр.н.е.",Lachish letters c. 590 B.C.E., ,text,False, , , ,Писма от Лахис около 590 г. пр.н.е.,Лахишки писма ок. 590 пр.н.е., ,"Писмата от Лахис, ок. 590 г. пр.н.е.","Писма от Лахиш, около 590 г. пр.н.е."
lachish_reliefs,"Релефи от Лахиш, ок. 681 г. пр.н.е.",Lachish reliefs c. 681 B.C.E., ,text,False, , , ,Релефи от Лахис около 681 г. пр.н.е.,Лахишки релефи ок. 681 пр.н.е., ,"Рисунките от Лахис, ок. 681 г. пр.н.е.","Релефи от Лахиш, ок. 681 г. пр.н.е."
mesha_stele,"Стелата на Меша (Моавитският камък), около 840 г. пр.н.е.",Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,text,False, , , ,Стела Меша (моавски камък) c. 840 пр.н.е.,Меша стела (моавски камък) ок. 840 пр.н.е., ,"Стелата на Меша (Моавски камък), ок. 840 г. пр.н.е.","Стелата на Меша (Моавитският камък), около 840 г. пр.н.е."
gilgamesh,Гилгамеш и Ага 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False, , , ,Гилгамеш и Ага 💇💆💄💀💀�💂�,Гилгамеш и Ага 𒇽𒆥𒄄𒀀𒀝𒂵, ,Гилгамеш и Ага 𒇽𒆥𒄄𒀀𒀝𒂵,Гилгамеш и Ага 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,Епосът за Гилгамеш (Син-леки-уннини),Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False, , , ,Епос за Гилгамеш (Sîn-lēqi-unninni),Епос за Гилгамеш (Син-лики-унини), ,Епосът за Гилгамеш (Син-леки-унини),Епосът за Гилгамеш (Син-леки-уннини)
gregorian,"Григориански календар, 1582 г.",Gregorian calendar 1582, ,text,False, , , ,Григориански календар 1582 г.,Григориански календар 1582, ,"Григориански календар, 1582 г.","Григориански календар, 1582 г."
shang-dynasty,около 1600–1046 г. пр.н.е.,c. 1600-1046 BC, ,text,False, , , ,около 1600-1046 г. пр.н.е.,ок. 1600-1046 пр.н.е., ,ок. 1600-1046 г. пр.н.е.,около 1600–1046 г. пр.н.е.
western-zhou,около 1046–771 г. пр.н.е.,c. 1046-771 BC, ,text,False, , , ,около 1046-771 г. пр.н.е.,ок. 1046-771 пр.н.е., ,ок. 1046-771 г. пр.н.е.,около 1046–771 г. пр.н.е.
qin-dynasty,Цин 221–207 г. пр.н.е.,Qin 221-207 BC, ,text,False, , , ,Цин 221-207 г. пр.н.е.,Цин 221-207 пр.н.е., ,"Цин, 221-207 г. пр.н.е.",Цин 221–207 г. пр.н.е.
western-han,207 г. пр.н.е. – 9 г. сл.н.е.,207 BC – 9 CE, ,text,False, , , ,207 г. пр.н.е. – 9 г. сл.н.е.,207 пр.н.е. – 9 сл.н.е., ,207 г. пр.н.е. – 9 г. н.е.,207 г. пр.н.е. – 9 г. сл.н.е.
three-kingdoms,"Три царства, 220–280 г. сл. Хр.",Three kingdoms 220-280 CE, ,text,False, , , ,Трите царства 220-280 г. сл. Хр.,Три царства 220-280 сл.н.е., ,"Трите царства, 220-280 г. н.е.","Три царства, 220–280 г. сл. Хр."
sixteen-kingdoms,"Шестнадесетте царства, 304–439 г. сл. Хр.",Sixteen kingdoms 304-439 CE, ,text,False, , , ,Шестнадесет кралства 304-439 г. сл. Хр.,Шестнадесет царства 304-439 сл.н.е., ,"Шестнадесетте царства, 304-439 г. н.е.","Шестнадесетте царства, 304–439 г. сл. Хр."
tang-dynasty2,"618–690, 705–907","618-690, 705-907", ,text,False, , , ,"618-690, 705-907", , ,"618-690, 705-907","618–690, 705–907"
wu-zhou,690–705 У Чжоу,690-705 Wu Zhou, ,text,False, , , ,690-705 У Джоу,690-705 У Джоу, ,"У Джоу, 690-705",690–705 У Чжоу
tang-dynasty1_c,Тан,Tang, ,text,False, , , ,Танг,Тан, ,Тан,Тан
gonghe,"Окръг Гонхе, 841–828 г. пр.н.е.",Gonghe Regency 841-828 BC, ,text,False, , , ,Регентство Гунгхе 841-828 г. пр.н.е.,Регентство Гунхъ 841-828 пр.н.е., ,"Регентство Гунхъ, 841-828 г. пр.н.е.","Окръг Гонхе, 841–828 г. пр.н.е."
Ashoka,Ашока (ок. 304–232 г. пр.н.е.) популяризира будизма,Ashoka (c. 304-232 BC) promotes Buddhism, ,text,False, , , ,Ашока (ок. 304-232 г. пр.н.е.) пропагандира будизма,Ашока (ок. 304-232 пр.н.е.) разпространява будизма, ,Ашока (ок. 304-232 г. пр.н.е.) насърчава разпространението на будизма,Ашока (ок. 304–232 г. пр.н.е.) популяризира будизма
siloam-tunnel,Езекия удължава тунела „Силоам“,Hezekiah extends Siloam tunnel,c. 742-732 BC,text,False, , , ,Езекия удължава тунела Силоам,Езекия разширява Силоамския тунел, ,Езекия разширява Силоамския тунел,Езекия удължава тунела „Силоам“
Angloamerica2,"Англо-американската империя е символизирана от железни крака, смесени с глина, в пророчеството от Даниил 2:33, 41–43","Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43", ,text,False, , , ,"Англо-американският език е символизиран от краката от желязо, смесени с глина, в пророчеството в Даниил 2:33, 41-43.","Англо-американският се символизира от краката от желязо, смесено с глина, в пророчеството в Данаил 2:33, 41-43", ,"Англо-Америка е символизирана от краката от желязо, смесено с глина, в пророчеството от Даниил 2:33, 41-43","Англо-американската империя е символизирана от железни крака, смесени с глина, в пророчеството от Даниил 2:33, 41–43"
Manetho,Мането написва „Aegyptiaca“,Manetho writes Aegyptiaca, ,text,False, , , ,Манетон пише „Египтиака“,"Манетон пише „Египтика""", ,Манетон пише „Египтика“,Мането написва „Aegyptiaca“
destruction_babylon,"Унищожението на Великата Вавилон (Откровение 17:3, 15–18; 18:9, 10)","Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),text,False, , , ,"Унищожението на Вавилон Велики (Откровение 17:3, 15-18; 18:9, 10)","Унищожение на Вавилон велики (Откровение 17:3, 15-18; 18:9, 10)", ,"Разрушаването на Вавилон Велики (Откровение 17:3, 15-18; 18:9, 10)","Унищожението на Великата Вавилон (Откровение 17:3, 15–18; 18:9, 10)"
peace_security,"„Мир и сигурност!“ (1 Солунци 5:3, това е една от възможностите, QfR 26/2, 25/11)","“Peace and security!” (1 Thessalonians 5:3, this is one possibility, QfR 26/2, 25/11)","one possibility, see Questions from Readers",text,False, , , ,"„Мир и безопасност!“ (1 Солунци 5:3, това е една от възможностите, QfR 26/2, 25/11)","„Мир и безопасност!"" (1 Солунци 5:3, това е една от възможностите, QfR 26/2, 25/11)", ,"„Мир и сигурност!“ (1 Солунци 5:3, това е една възможност, QfR 26/2, 25/11)","„Мир и сигурност!“ (1 Солунци 5:3, това е една от възможностите, QfR 26/2, 25/11)"
gog_of_magog,"Нападението на Гог от Магог (Езекиил 38:1, 2, 9–12, 18–23)","Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,text,False, , , ,"Атаката на Гог от Магог (Езекиил 38:1, 2, 9-12, 18-23)","Нападение на Гог от Магог (Езекил 38:1, 2, 9-12, 18-23)", ,"Нападението на Гог от Магог (Езекиил 38:1, 2, 9-12, 18-23)","Нападението на Гог от Магог (Езекиил 38:1, 2, 9–12, 18–23)"
sheep_goat,"Жителите на Земята ще бъдат съдени, като овцете ще бъдат отделени от козите (Матей 25:31-33)","Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,text,False, , , ,"Жителите на земята са съдени, като се разделят овцете от козите (Матей 25:31-33)","Земните обитатели са съдени, разделяйки овце и кози (Матей 25:31-33)", ,"Жителите на земята биват съдени, като се разделят овцете от козите (Матей 25:31-33)","Жителите на Земята ще бъдат съдени, като овцете ще бъдат отделени от козите (Матей 25:31-33)"
annointed,Събрание на владетелите на Царството (Матей 24:31; 1 Коринтяни 15:50–53; 1 Солунци 4:15–17),Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,text,False, , , ,Събиране на владетелите на Царството (Матей 24:31; 1 Коринтяни 15:50-53; 1 Солунци 4:15-17),Събиране на управниците на Царството (Матей 24:31; 1 Коринтяни 15:50-53; 1 Солунци 4:15-17), ,Събиране на управителите на Царството (Матей 24:31; 1 Коринтяни 15:50-53; 1 Солунци 4:15-17),Събрание на владетелите на Царството (Матей 24:31; 1 Коринтяни 15:50–53; 1 Солунци 4:15–17)
armageddon,"Битката при Армагедон (Откровение 16:14, 16; Исая 13:9; 2 Петрово 3:12)","Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,text,False, , , ,"Битката при Армагедон (Откровение 16:14, 16; Исая 13:9; 2 Петрово 3:12)","Битка при Армагедон (Откровение 16:14, 16; Исаия 13:9; 2 Петър 3:12)", ,"Битката при Армагедон (Откровение 16:14, 16; Исаия 13:9; 2 Петър 3:12)","Битката при Армагедон (Откровение 16:14, 16; Исая 13:9; 2 Петрово 3:12)"
millenium,"Божието царство започва своето хилядолетно царуване (Откровение 5:9, 10; 20:4, 6)","God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)", ,text,False, , , ,"Божието Царство започва своето 1000-годишно царуване (Откровение 5:9, 10; 20:4, 6)","Божието Царство започва своето 1000-годишно властване (Откровение 5:9, 10; 20:4, 6)", ,"Божието царство започва хилядолетното си управление (Откровение 5:9, 10; 20:4, 6)","Божието царство започва своето хилядолетно царуване (Откровение 5:9, 10; 20:4, 6)"
great_crowd,"Огромно множество оцелява след Армагедон (Откровение 7:9, 14; Псалом 37:9-11)","A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)", ,text,False, , , ,"Голямо множество преживява Армагедон (Откровение 7:9, 14; Псалм 37:9-11)","Голямо множество оцелява от Армагедон (Откровение 7:9, 14; Псалм 37:9-11)", ,"Голямо множество оцелява след Армагедон (Откровение 7:9, 14; Псалм 37:9-11)","Огромно множество оцелява след Армагедон (Откровение 7:9, 14; Псалом 37:9-11)"
world_population,Световното население в милиарди през последните 2000 години,World population in billions in the last 2000 years, ,text,False, , , ,Световното население в милиарди през последните 2000 години,Световно население в милиарди през последните 2000 години, ,Световното население в милиарди през последните 2000 години,Световното население в милиарди през последните 2000 години
khmer_empire_c,Кхмерска империя – периодът на Ангкор,Khmer Empire - Angkor period, ,text,False, , , ,Кхмерската империя - периодът на Ангкор,Кхмерска империя - Ангкорски период, ,Кхмерска империя – период на Ангкор,Кхмерска империя – периодът на Ангкор
holy_roman_empire_c,Свещената Римска империя – известна след 1512 г. като Свещената Римска империя на германската нация,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512, ,text,False, , , ,Свещена Римска империя – известна като Свещена Римска империя на германската нация след 1512 г.,Свещена Римска империя – известна като Свещена Римска империя на Германската нация след 1512, ,Свещена Римска империя – известна като Свещена Римска империя на германската нация след 1512 г.,Свещената Римска империя – известна след 1512 г. като Свещената Римска империя на германската нация
mongol_empire,Монголската империя 1206 – 1294,Mongol Empire 1206 – 1294, ,text,False, , , ,Монголска империя 1206 – 1294,Монголска империя 1206 – 1294, ,"Монголска империя, 1206 – 1294 г.",Монголската империя 1206 – 1294
maya_classic_c,Цивилизацията на маите – Класически период,Maya civilization – Classic period, ,text,False, , , ,Цивилизацията на маите – класически период,Цивилизация на маите – Класически период, ,Цивилизацията на маите – Класически период,Цивилизацията на маите – Класически период
maya_postclassic_c,Цивилизацията на маите – Посткласически период,Maya civilization – Postclassic period, ,text,False, , , ,Цивилизацията на маите – посткласически период,Цивилизация на маите – Посткласически период, ,Цивилизацията на маите – Посткласически период,Цивилизацията на маите – Посткласически период
Teotihuacan,"Най-големият град в Америка, пирамидите са построени около 200 г. сл. Хр.","Largest city in the Americas, pyramids build c. 200 C.E.", ,text,False, , , ,"Най-големият град в Северна и Южна Америка, пирамиди, построени около 200 г. сл. Хр.","Най-големият град в Америките, пирамиди построени ок. 200 сл.н.е.", ,"Най-големият град в Америките, пирамидите са построени ок. 200 г. н.е.","Най-големият град в Америка, пирамидите са построени около 200 г. сл. Хр."
Dionysius_Exiguus,"Дионисий Ексигус, създател на летоброенето „Anno Domini“","Dionysius Exiguus, inventor of Anno Domini", ,text,False, , , ,"Дионисий Ексигуус, изобретател на Anno Domini","Дионисий Малки, изобретател на Ано Домини", ,"Дионисий Малки, създател на летоброенето „От Рождество Христово“","Дионисий Ексигус, създател на летоброенето „Anno Domini“"
Umayyad_c,Умаяд,Umayyad, ,text,False, , , ,Омаяд,Омаяди, ,Умаяди,Умаяд
ur3,Династия Ур III 𒋀𒀕𒆠,Ur III Dynasty 𒋀𒀕𒆠, ,text,False, , , ,Ур III династия 💋�𒀕𒆠,Династия Ур III 𒋀𒀕𒆠, ,Трета династия на Ур 𒋀𒀕𒆠,Династия Ур III 𒋀𒀕𒆠
hammurabi,Хамураби 𒄩𒄠𒈬𒊏𒁉,Hammurabi 𒄩𒄠𒈬𒊏𒁉, ,text,False, , , ,Хамурапи 💄💄💈💬🊏💁�,Хамурапи 𒄩𒄠𒈬𒊏𒁉, ,Хамурапи 𒄩𒄠𒈬𒊏𒁉,Хамураби 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,Ал-Хорезми написва „Ал-Джабр“ (Алгебра),al-Khwarizmi writes Al-Jabr (Algebra), ,text,False, , , ,ал-Хорезми пише Ал-Джабр (алгебра),"ал-Хорезми пише „Ал-Джабр"" (Алгебра)", ,Ал-Хорезми пише „Ал-Джабр“ (Алгебра),Ал-Хорезми написва „Ал-Джабр“ (Алгебра)
al-azhar,Университетът „Ал-Азхар“ е основан в Кайро,Al-Azhar University is established in Cairo, ,text,False, , , ,Университетът Ал-Азхар е основан в Кайро,Университетът ал-Азхар е основан в Кайро, ,Университетът Ал-Азхар е основан в Кайро,Университетът „Ал-Азхар“ е основан в Кайро
Ibn-Sina,Ибн Сина или Авицена,Ibn Sina or Avicenna, ,text,False, , , ,Ибн Сина или Авицена,Ибн Сина или Авицена, ,Ибн Сина или Авицена,Ибн Сина или Авицена
life-expectancy,Средна продължителност на живота: 75 години,Life expectancy 75 years, ,text,False, , , ,Продължителност на живота 75 години,Продължителност на живота 75 години, ,Продължителност на живота – 75 години,Средна продължителност на живота: 75 години
430years_c,"430 години: Изход 12:41, Галатяни 3:17","430 years: Exodus 12:41, Galatians 3:17",2024-12-24,text,False, , , ,"430 години: Изход 12:41, Галатяни 3:17","430 години: Изход 12:41, Галатяни 3:17", ,"430 години: Изход 12:41, Галатяни 3:17","430 години: Изход 12:41, Галатяни 3:17"
maya_calendar,Изчислено начало на календара на маите – 11 август 3114 г. пр.н.е.,"Calculated beginning of Maya calendar August 11, 3114 B.C.E.",2024-12-25,text,False, , , ,Изчислено начало на календара на маите 11 август 3114 г. пр.н.е.,Изчислено начало на маянския календар 11 август 3114 г. пр. н. е., ,"Изчислено начало на календара на маите – 11 август, 3114 г. пр.н.е.",Изчислено начало на календара на маите – 11 август 3114 г. пр.н.е.
xia-dynasty2,около 2070 – около 1600 г. пр.н.е.; за първи път се споменава през периода на Западната династия Джоу,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,2025-01-02,text,False, , , ,"около 2070 г. – около 1600 г. пр.н.е.; епохата, спомената за първи път по време на периода Западна Джоу",ок. 2070 – ок. 1600 г. пр. н. е.; Ерата за първи път спомената през периода на Западната Джоу, ,ок. 2070 – ок. 1600 г. пр.н.е.; за тази епоха се споменава за първи път през периода на Западна Джоу,около 2070 – около 1600 г. пр.н.е.; за първи път се споменава през периода на Западната династия Джоу
xia-dynasty2_c,Династията Ся в Китай,Xia dynasty in China, ,text,False, , , ,Династия Ся в Китай,Династия Ся в Китай, ,Династия Ся в Китай,Династията Ся в Китай
tres_zapotes,"3 септември, 32 г. пр.н.е.","September 3rd, 32 B.C.E.",2024-12-31,text,False, , , ,3 септември 32 г. пр.н.е.,3 септември 32 г. пр. н. е., ,"3 септември, 32 г. пр.н.е.","3 септември, 32 г. пр.н.е."
joseph_jacob_reunited,Йосиф и Яков се срещнаха отново в Египет – 1728 г. пр.н.е. (Бит. 45:11; 47:9),Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),2025-01-01,text,False, , , ,Йосиф и Яков се събират отново в Египет – 1728 г. пр.н.е. (Битие 45:11; 47:9),Йосиф и Яков се срещат отново в Египет – 1728 г. пр. н. е. (Бит. 45:11; 47:9), ,Йосиф и Яков се събират отново в Египет – 1728 г. пр.н.е. (Битие 45:11; 47:9),Йосиф и Яков се срещнаха отново в Египет – 1728 г. пр.н.е. (Бит. 45:11; 47:9)
king_south_light_c,Царят на Юга от Даниил 11,King of the South from Daniel 11,2025-02-05,text,False, , , ,Цар на юга от Даниил 11,Цар на Юга от Данаил 11, ,Царят на юга от Даниил 11,Царят на Юга от Даниил 11
king_north_light_c,Царят на Севера от Даниил 11,King of the North from Daniel 11,2025-02-05,text,False, , , ,Цар на Севера от Даниил 11,Цар на Севера от Данаил 11, ,Царят на севера от Даниил 11,Царят на Севера от Даниил 11
