key,text,english,notes,tag,checked,checked_by,date,link,google,chatgpt,gemini,claude,deepl
Josephus,约瑟夫斯 C. 37 – c。公元100年,Josephus c. 37 – c. 100 C.E., ,text,False, , , ,Josephus c. 37 – c. 100 C.E.,约瑟夫斯 约公元37年 – 约公元100年, , ,约瑟夫斯，约公元37年—约公元100年
Cicero,西塞罗 106–43 公元前,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC",text,False, , , ,Cicero 106–43 BC,西塞罗 公元前106年 – 公元前43年, , ,西塞罗 公元前106–43年
lachish_letters,拉吉字母 C.公元前 590 年,Lachish letters c. 590 B.C.E., ,text,False, , , ,Lachish letters c. 590 B.C.E.,拉吉信件 约公元前590年, , ,拉基什书信，约公元前590年。
lachish_reliefs,拉吉浮雕 C.公元前 681 年,Lachish reliefs c. 681 B.C.E., ,text,False, , , ,Lachish reliefs c. 681 B.C.E.,拉吉浮雕 约公元前681年, , ,拉基什浮雕，约公元前681年。
mesha_stele,米沙石碑（摩押石） c．公元前 840 年,Mesha Stele (Moabite stone) c. 840 B.C.E.,w25/12 study article 50 paragraph 6,text,False, , , ,Mesha Stele (Moabite stone) c. 840 B.C.E.,米沙石碑（摩押石） 约公元前840年, , ,梅沙石碑（摩押石碑），约公元前840年。
gilgamesh,吉尔伽美什和阿迦𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵, ,text,False, , , ,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,吉尔伽美什和阿伽 𒇽𒆥𒄄𒀀𒀝𒂵, , ,吉尔伽美什与阿加 𒇽𒆥𒄄𒀀𒀝𒂵
epic_gilgamesh,吉尔伽美什史诗（Sîn-lēqi-unninni）,Epic of Gilgamesh (Sîn-lēqi-unninni), ,text,False, , , ,Epic of Gilgamesh (Sîn-lēqi-unninni),《吉尔伽美什史诗》（辛-利基-乌尼尼）, , ,《吉尔伽美什史诗》（辛-莱基-乌宁尼）
gregorian,公历 1582,Gregorian calendar 1582, ,text,False, , , ,Gregorian calendar 1582,格里高利历 1582年, , ,公历1582年
shang-dynasty,C。公元前 1600-1046 年,c. 1600-1046 BC, ,text,False, , , ,c. 1600-1046 BC,约公元前1600-1046年, , ,约公元前1600年至1046年
western-zhou,C。公元前 1046-771 年,c. 1046-771 BC, ,text,False, , , ,c. 1046-771 BC,约公元前1046-771年, , ,约公元前1046—771年
qin-dynasty,秦 公元前 221-207 年,Qin 221-207 BC, ,text,False, , , ,Qin 221-207 BC,秦 公元前221-207年, , ,秦朝 公元前221-207年
western-han,公元前 207 年 – 公元 9 年,207 BC – 9 CE, ,text,False, , , ,207 BC – 9 CE,公元前207年 – 公元9年, , ,公元前207年 – 公元9年
three-kingdoms,三个王国 220-280 CE,Three kingdoms 220-280 CE, ,text,False, , , ,Three kingdoms 220-280 CE,三国 公元220-280年, , ,三国时期（公元220年至280年）
sixteen-kingdoms,十六国 304-439 CE,Sixteen kingdoms 304-439 CE, ,text,False, , , ,Sixteen kingdoms 304-439 CE,十六国 公元304-439年, , ,十六国时期（公元304—439年）
tang-dynasty2,"618-690, 705-907","618-690, 705-907", ,text,False, , , ,"618-690, 705-907",公元618-690年，705-907年, , ,618-690，705-907
wu-zhou,690-705 吴洲,690-705 Wu Zhou, ,text,False, , , ,690-705 Wu Zhou,公元690-705年 武周, , ,690-705 武周
tang-dynasty1_c,唐,Tang, ,text,False, , , ,Tang,唐, , ,唐
gonghe,共和摄政 841-828 公元前,Gonghe Regency 841-828 BC, ,text,False, , , ,Gonghe Regency 841-828 BC,共和摄政 公元前841-828年, , ,共和摄政时期 公元前841—828年
Ashoka,阿育王（约公元前 304-232 年）弘扬佛教,Ashoka (c. 304-232 BC) promotes Buddhism, ,text,False, , , ,Ashoka (c. 304-232 BC) promotes Buddhism,阿育王（约公元前304-232年）推崇佛教, , ,阿育王（约公元前304—232年）推广佛教
siloam-tunnel,希西家扩建西罗亚隧道,Hezekiah extends Siloam tunnel,c. 742-732 BC,text,False, , , ,Hezekiah extends Siloam tunnel,希西家扩建西罗亚隧道, , ,希西家扩建了西罗亚隧道
Angloamerica2,"在但以理书 2:33, 41-43 的预言中，铁与粘土混合的脚象征着英美","Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43", ,text,False, , , ,"Anglo-American is symbolized by the feet of iron mixed with clay in the prophecy in Daniel 2:33, 41-43","英美将由但以理书2:33, 41-43中预言的脚和半铁半泥象征", , ,在《但以理书》第2章第33节、第41-43节的预言中，英美帝国被象征为铁与泥混合而成的双脚。
Manetho,曼内托写《埃及记》,Manetho writes Aegyptiaca, ,text,False, , , ,Manetho writes Aegyptiaca,马涅托著《埃及史》, , ,马涅托撰写了《埃及史》
destruction_babylon,"大巴比伦的毁灭（启示录 17:3, 15-18; 18:9, 10）","Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)",beginning of great tribulation (GT),text,False, , , ,"Destruction of Babylon the Great (Revelation 17:3, 15-18; 18:9, 10)","大巴比伦的毁灭（启示录17:3, 15-18；18:9, 10）", , ,大巴比伦的毁灭（《启示录》17：3、15-18；18：9、10）
peace_security,"“和平与安全！” （帖撒罗尼迦前书 5:3，这是一种可能性，读者问 26/2, 25/11）","“Peace and security!” (1 Thessalonians 5:3, this is one possibility, QfR 26/2, 25/11)","one possibility, see Questions from Readers",text,False, , , ,"“Peace and security!” (1 Thessalonians 5:3, this is one possibility, QfR 26/2, 25/11)","""和平与安全！""（帖撒罗尼迦前书5:3，这是一种可能性，QfR 26/2, 25/11）", , ,"“平安与安全！”（《帖撒罗尼迦前书》5:3，这是一种可能的解释，QfR 26/2, 25/11）"
gog_of_magog,"玛各歌革的攻击（以西结书 38:1, 2, 9-12, 18-23）","Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)",end of GT,text,False, , , ,"Attack of Gog of Magog (Ezekiel 38:1, 2, 9-12, 18-23)","歌革和玛各的进攻（以西结书38:1, 2, 9-12, 18-23）", , ,玛各的歌革之战（以西结书 38:1、2、9-12、18-23）
sheep_goat,地球上的居民将受到审判，绵羊和山羊将被分开（马太福音 25:31-33）,"Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",end of GT,text,False, , , ,"Earth’s inhabitants are judged, separating sheep and goats (Matthew 25:31-33)",地上的居民受到审判，绵羊和山羊被分开（马太福音25:31-33）, , ,地球上的居民将接受审判，羊与山羊将被分开（马太福音 25:31-33）
annointed,王国统治者聚集（马太福音 24:31；哥林多前书 15:50-53；帖撒罗尼迦前书 4:15-17）,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),end of GT,text,False, , , ,Gathering of Kingdom rulers (Matthew 24:31; 1 Corinthians 15:50-53; 1 Thessalonians 4:15-17),王国统治者的聚集（马太福音24:31；哥林多前书15:50-53；帖撒罗尼迦前书4:15-17）, , ,各王国的统治者大集结（马太福音 24:31；哥林多前书 15:50-53；帖撒罗尼迦前书 4:15-17）
armageddon,"哈米吉多顿之战（启示录 16:14, 16；以赛亚书 13:9；彼得后书 3:12）","Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)",end of system of things,text,False, , , ,"Battle of Armageddon (Revelation 16:14, 16; Isaiah 13:9; 2 Peter 3:12)","哈米吉多顿之战（启示录16:14, 16；以赛亚书13:9；彼得后书3:12）", , ,哈米吉多顿之战（《启示录》16:14、16；《以赛亚书》13:9；《彼得后书》3:12）
millenium,"上帝的王国开始一千年的统治（启示录 5:9, 10；20:4, 6）","God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)", ,text,False, , , ,"God’s Kingdom begins its 1000-year reign (Revelation 5:9, 10; 20:4, 6)","神的王国开始其一千年的统治（启示录5:9, 10；20:4, 6）", , ,上帝的王国开始其一千年的统治（《启示录》5：9、10；20：4、6）
great_crowd,"一大群人在哈米吉多顿中幸存下来（启示录 7:9, 14；诗篇 37:9-11）","A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)", ,text,False, , , ,"A great crowd survives Armageddon (Revelation 7:9, 14; Psalm 37:9-11)","一大群人从哈米吉多顿幸存（启示录7:9, 14；诗篇37:9-11）", , ,一大群人从哈米吉多顿之战中幸存下来（《启示录》7:9、14；《诗篇》37:9-11）
world_population,过去 2000 年世界人口（以十亿计）,World population in billions in the last 2000 years, ,text,False, , , ,World population in billions in the last 2000 years,过去2000年中世界人口（以十亿计）, , ,过去2000年间世界人口（单位：十亿）
khmer_empire_c,高棉帝国-吴哥时期,Khmer Empire - Angkor period, ,text,False, , , ,Khmer Empire - Angkor period,高棉帝国 - 吴哥时期, , ,高棉帝国——吴哥时期
holy_roman_empire_c,神圣罗马帝国——1512年后德意志民族神圣罗马帝国,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512, ,text,False, , , ,Holy Roman Empire – known as Holy Roman Empire of the German Nation after 1512,神圣罗马帝国 - 1512年后称为德意志民族的神圣罗马帝国, , ,神圣罗马帝国——1512年后被称为“德意志民族的神圣罗马帝国”
mongol_empire,蒙古帝国 公元 1206 年 – 1294 年,Mongol Empire 1206 – 1294, ,text,False, , , ,Mongol Empire 1206 – 1294,蒙古帝国 1206 – 1294年, , ,蒙古帝国 1206 – 1294
maya_classic_c,玛雅文明——经典时期,Maya civilization – Classic period, ,text,False, , , ,Maya civilization – Classic period,玛雅文明 - 古典时期, , ,玛雅文明——古典时期
maya_postclassic_c,玛雅文明——后古典时期,Maya civilization – Postclassic period, ,text,False, , , ,Maya civilization – Postclassic period,玛雅文明 - 后古典时期, , ,玛雅文明——后古典时期
Teotihuacan,美洲最大的城市，金字塔建造c。公元200年,"Largest city in the Americas, pyramids build c. 200 C.E.", ,text,False, , , ,"Largest city in the Americas, pyramids build c. 200 C.E.",美洲最大城市，金字塔建于约公元200年, , ,美洲最大的城市，金字塔建于公元200年左右。
Dionysius_Exiguus,狄奥尼修斯·埃克西古斯（Dionysius Exiguus），纪元多米尼（Anno Domini）的发明者,"Dionysius Exiguus, inventor of Anno Domini", ,text,False, , , ,"Dionysius Exiguus, inventor of Anno Domini",狄奥尼修斯·小，公元纪年的发明者, , ,狄奥尼修斯·埃克西古斯，“公元”纪年的发明者
Umayyad_c,倭马亚,Umayyad, ,text,False, , , ,Umayyad,伍麦叶王朝, , ,倭马亚
ur3,乌尔三世王朝𒋀𒀕𒆠,Ur III Dynasty 𒋀𒀕𒆠, ,text,False, , , ,Ur III Dynasty 𒋀𒀕𒆠,乌尔第三王朝 𒋀𒀕𒆠, , ,乌尔第三王朝 𒋀𒀕𒆠
hammurabi,汉谟拉比𒄩𒄠𒈬𒊏𒁉,Hammurabi 𒄩𒄠𒈬𒊏𒁉, ,text,False, , , ,Hammurabi 𒄩𒄠𒈬𒊏𒁉,汉谟拉比 𒄩𒄠𒈬𒊏𒁉, , ,汉穆拉比 𒄩𒄠𒈬𒊏𒁉
Al-Khwarizmi,花拉子米 (al-Khwarizmi) 撰写 Al-Jabr（代数）,al-Khwarizmi writes Al-Jabr (Algebra), ,text,False, , , ,al-Khwarizmi writes Al-Jabr (Algebra),花拉子米著《代数学》, , ,阿尔-霍瓦里兹米撰写了《代数》（Al-Jabr）
al-azhar,爱资哈尔大学在开罗成立,Al-Azhar University is established in Cairo, ,text,False, , , ,Al-Azhar University is established in Cairo,爱资哈尔大学在开罗建立, , ,开罗大学在开罗成立
Ibn-Sina,伊本·西那或阿维森纳,Ibn Sina or Avicenna, ,text,False, , , ,Ibn Sina or Avicenna,伊本·西那 或 阿维森纳, , ,伊本·西纳或阿维森纳
life-expectancy,预期寿命75年,Life expectancy 75 years, ,text,False, , , ,Life expectancy 75 years,预期寿命 75年, , ,预期寿命为75岁
430years_c,430年：出埃及记12:41，加拉太书3:17,"430 years: Exodus 12:41, Galatians 3:17",2024-12-24,text,False, , , ,"430 years: Exodus 12:41, Galatians 3:17",430年：出埃及记 12:41，加拉太书 3:17, , ,430年：《出埃及记》12:41，《加拉太书》3:17
maya_calendar,公元前3114年8月11日，Maya日历的开头,"Calculated beginning of Maya calendar August 11, 3114 B.C.E.",2024-12-25,text,False, , , ,"Calculated beginning of Maya calendar August 11, 3114 B.C.E.",玛雅历法计算的起点 公元前3114年8月11日, , ,据推算，玛雅历法始于公元前3114年8月11日。
xia-dynasty2,c。 2070 - c。公元前1600年;时代首先暗示了西部时期,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,2025-01-02,text,False, , , ,c. 2070 – c. 1600 BC; Era first alluded during the Western Zhou period,约公元前2070年 – 约公元前1600年；该时代首次提及于西周时期, , ,约公元前2070年至约公元前1600年；该时代最早在西周时期被提及
xia-dynasty2_c,中国夏王朝,Xia dynasty in China, ,text,False, , , ,Xia dynasty in China,中国的夏朝, , ,中国的夏朝
tres_zapotes,9月3日，公元前32年,"September 3rd, 32 B.C.E.",2024-12-31,text,False, , , ,"September 3rd, 32 B.C.E.",公元前32年9月3日, , ,公元前32年9月3日
joseph_jacob_reunited,约瑟夫和雅各布在埃及团聚 - 公元前1728年（创世45:11; 47：9）,Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),2025-01-01,text,False, , , ,Joseph and Jacob reunited in Egypt – 1728 B.C.E. (Gen 45:11; 47:9),约瑟与雅各在埃及重逢 – 公元前1728年（《创世记》45:11；47:9）, , ,约瑟与雅各在埃及重逢——公元前1728年（创世记 45:11；47:9）
king_south_light_c,丹尼尔11的南方国王,King of the South from Daniel 11,2025-02-05,text,False, , , ,King of the South from Daniel 11,《但以理书》11章中的南方王, , ,《但以理书》第11章中的“南方王”
king_north_light_c,丹尼尔11的北方国王,King of the North from Daniel 11,2025-02-05,text,False, , , ,King of the North from Daniel 11,《但以理书》11章中的北方王, , ,《但以理书》第11章中的“北方王”
daniel2_iron_c,丹尼尔2的铁腿,Iron legs from Daniel 2,2025-02-05,text,False, , , ,Iron legs from Daniel 2,《但以理书》2章中的铁腿, , ,《但以理书》第2章中的铁腿
argenteus,银抄本 c. 505,Codex Argenteus c. 505,written copy of Wulfila Bible,text,False, , , ,Codex Argenteus c. 505,银色圣经抄本 约公元505年, , ,《银色法典》，约公元505年
nguyen_dynasty_c,阮,Nguyễn,2025-09-20,text,False, , , ,Nguyễn,阮氏, , ,阮
edo_c,日本江户时代,Edo period in Japan,Edo period (Tokugawa shogunate),text,False, , , ,Edo period in Japan,日本的江户时代, , ,日本江户时代
meiji_c,明治,Meiji,2025-09-20,text,False, , , ,Meiji,明治, , ,明治
american_civil_war,美国内战 1861-1865,American Civil War 1861-1865,"April 12, 1861 to May 26, 1865",text,False, , , ,American Civil War 1861-1865,美国内战 1861-1865年, , ,美国内战 1861-1865
aleppo_codex,阿勒颇抄本 c. 920,Aleppo Codex c. 920,2025-10-03,text,False, , , ,Aleppo Codex c. 920,阿勒颇抄本 约公元920年, , ,《阿勒颇抄本》，约公元920年
vandals,汪达尔人和阿兰人王国 435 – 534,Kingdom of the Vandals and Alans 435 – 534,Vandals 435-534 C.E.,text,False, , , ,Kingdom of the Vandals and Alans 435 – 534,汪达尔-阿兰王国 435 – 534年, , ,汪达尔人和阿兰人王国 435 – 534
francia,c. 481/509 – 843，墨洛温王朝至751年，然后是加洛林王朝,"c. 481/509 – 843, Merovingian till 751, then Carolingian",Kingdom of the Franks (Regnum Francorum) c. 481/509-843 treaty of Verdun,text,False, , , ,"c. 481/509 – 843, Merovingian till 751, then Carolingian",约公元481/509 – 843年，墨洛温王朝至751年，之后为加洛林王朝, , ,约481/509年—843年，751年前为墨洛温王朝时期，此后为加洛林王朝时期
francia_c,法兰克王国,Kingdom of the Franks, ,text,False, , , ,Kingdom of the Franks,法兰克王国, , ,法兰克王国
100_years_war,百年战争 1337 – 1453,Hundred Years’ War 1337 – 1453,1337–1453,text,False, , , ,Hundred Years’ War 1337 – 1453,百年战争 1337 – 1453年, , ,百年战争 1337 – 1453
black_death,黑死病 1346-1353,Black death 1346-1353,1346-1353,text,False, , , ,Black death 1346-1353,黑死病 1346-1353年, , ,黑死病 1346-1353
sui_dynasty,581-618 隋,581-618 Sui dynasty,2025-11-09,text,False, , , ,581-618 Sui dynasty,隋朝 581-618年, , ,581-618 隋朝
sui_dynasty_c,隋,Sui,2025-11-09,text,False, , , ,Sui,隋, , ,隋
tribulation,"大灾难（马可福音 13:19；但以理书 12:1；马太福音 24:21, 22）","The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)", ,text,False, , , ,"The Great Tribulation (Mark 13:19; Daniel 12:1; Matt 24:21, 22)","大灾难（《马可福音》13:19；《但以理书》12:1；《马太福音》24:21, 22）", , ,大灾难（马可福音 13:19；但以理书 12:1；马太福音 24:21、22）
timeline_created,"这条时间线创建于2023年，这是人类历史上最热的一年，也是过去125,000年","This timeline is created in 2023, the hottest year in human history and the last 125,000 years", ,text,False, , , ,"这条时间线创建于2023年，这是人类历史上最热的一年，也是过去125,000年","此时间线创建于2023年，这是人类历史上最热的一年，也是过去125,000年来最热的一年", , ,该时间轴制作于2023年，这一年是人类历史上以及过去12.5万年来最热的一年。
Adam,亚当,Adam,Luke 3:38,bible,True,Matthias,2026-07-01, , , , , , 
Seth,塞特,Seth, ,bible,True,Matthias,2026-07-01, , , , , , 
Enosh,以挪士,Enosh, ,bible,True,Matthias,2026-07-01, , , , , , 
Kenan,该南,Kenan (Cainan),Genesis 5:12,bible,False, , , , , , , , 
Mahalalel,玛勒列,Mahalalel (Mahalaleel),Ma·hala·lel,bible,False, , , , , , , , 
Jared,雅列,Jared, ,bible,True,Matthias,2026-07-01, , , , , , 
Enoch,以诺,Enoch, ,bible,True,Matthias,2026-07-01, , , , , , 
Methuselah,玛土撒拉,Methuselah,Luke 3:37,bible,False, , , , , , , , 
Lamech,拉麦,Lamech, ,bible,False, , , , , , , , 
Noah,挪亚,Noah, ,bible,True,Matthias,2026-07-01, , , , , , 
Shem,闪,Shem, ,bible,True,Matthias,2026-07-01, , , , , , 
Arpachshad,亚法撒,Arpachshad,Luke 3:36,bible,True,Matthias,2026-07-01, , , , , , 
Shelah,示拉,Shelah, ,bible,False, , , , , , , , 
Eber,希伯,Eber, ,bible,False, , , , , , , , 
Peleg,法勒,Peleg, ,bible,False, , , , , , , , 
Reu,拉吴,Reu, ,bible,False, , , , , , , , 
Serug,西鹿,Serug,Luke 3:35,bible,False, , , , , , , , 
Nahor,拿鹤,Nahor,Genesis 11:24,bible,False, , , , , , , , 
Terah,他拉,Terah, ,bible,False, , , , , , , , 
Abraham,亚伯拉罕,Abraham, ,bible,False, , , , , , , , 
Isaac,以撒,Isaac, ,bible,False, , , , , , , , 
Jacob,雅各,Jacob,Luke 3:34,bible,False, , , , , , , , 
Joseph,约瑟,Joseph,Genesis 37,bible,False, , , , , , , , 
Moses,摩西,Moses, ,bible,False, , , , , , , , 
Othniel,俄陀聂,Othniel,Judges 3:9-11,bible,False, , , , , , , , 
Ehud,以户,Ehud,Judges 3:15-18,bible,False, , , , , , , , 
Shamgar,珊迦,Shamgar,Judges 3:31,bible,False, , , , , , , , 
Barak,巴拉克,"Barak, Deborah, Jael",Judges 4:6,bible,False, , , , , , , , 
Gideon,基甸,Gideon,Judges 7:1,bible,False, , , , , , , , 
Tola,陀拉,Tola,Judges 10:1,bible,False, , , , , , , , 
Jair,崖珥,Jair,Judges 10:3,bible,False, , , , , , , , 
Jephthah,耶弗他,Jephthah,Judges 11:1,bible,False, , , , , , , , 
Ibzan,以比赞,Ibzan,Judges 12:8,bible,False, , , , , , , , 
Elon,以伦,Elon,Judges 12:11,bible,False, , , , , , , , 
Abdon,押顿,Abdon,Judges 12:13,bible,False, , , , , , , , 
Samson,参孙,Samson,Judges 13:24,bible,False, , , , , , , , 
Samuel,塞缪尔,Samuel,1 Samuel 1:20,bible,False, , , , , , , , 
Saul,扫罗,Saul,1 Samuel 9:2,bible,False, , , , , , , , 
David,大卫,David,1 Samuel 16:13,bible,False, , , , , , , , 
Solomon,索洛莫,Solomon,1 Kings 2:1,bible,False, , , , , , , , 
Malachi,玛拉基,Malachi, ,bible,False, , , , , , , , 
Ruth,路得,Ruth, ,bible,False, , , , , , , , 
Ezra,以斯拉,Ezra, ,bible,False, , , , , , , , 
Nehemiah,尼希米,Nehemiah, ,bible,False, , , , , , , , 
Esther,以斯帖,Esther, ,bible,False, , , , , , , , 
Job,约伯,Job, ,bible,False, , , , , , , , 
moses3,摩西,Moses, ,bible,False, , , , , , , , 
joshua2,约书亚,Joshua, ,bible,False, , , , , , , , 
caleb2,迦勒,Caleb, ,bible,False, , , , , , , , 
Augustus,奥古斯都,Augustus,Luke 2:1,bible,False, , , , , , , , 
Tiberius,提比略,Tiberius,Luke 3:1,bible,False, , , , , , , , 
Claudius,克劳狄乌斯,Claudius,Acts 11:28,bible,False, , , , , , , , 
persia2,波斯,Persia, ,bible,False, , , , , , , , 
jehoiada,耶何耶大,Jehoiada,2 Kings 11:4,bible,False, , , , , , , , 
Haggai,哈该,Haggai, ,bible,False, , , , , , , , 
Zerubbabel,所罗巴伯（路加福音 3:27）,Zerubbabel (Luke 3:27),Luke 3:27,bible,False, , , , , , , , 
Jacob2,雅各布/,Jacob/,Jacob/Israel 1858-1711 – 147 years,bible,False, , , , , , , , 
Israel,以色列,Israel,Genesis 35:10,bible,False, , , , , , , , 
Sarah,莎拉,Sarah,"2008-1881 BCE – 127 years, Isaiah 51:2",bible,False, , , , , , , , 
Hagar,夏甲,Hagar,Genesis 21:14,bible,False, , , , , , , , 
Haran,哈兰,Haran,Genesis 11:26,bible,False, , , , , , , , 
Reumah,鲁玛,Reumah,Concubine – 4 sons 22:24,bible,False, , , , , , , , 
Milcah,米尔卡,Milcah,8 sons (Bethuel and 7 more),bible,False, , , , , , , , 
Lot,很多,Lot,Genesis 11:27,bible,False, , , , , , , , 
Ammon,本-阿米（阿蒙）,Ben-ammi (Ammon),Genesis 19:38,bible,False, , , , , , , , 
Bethuel,彼土利,Bethuel,Genesis 22:23,bible,False, , , , , , , , 
Rebekah,丽贝卡,Rebekah, ,bible,False, , , , , , , , 
Laban,拉班,Laban,Genesis 24:29,bible,False, , , , , , , , 
Leah,利亚,Leah,Genesis 35:23,bible,False, , , , , , , , 
Rachel,雷切尔,Rachel,Genesis 35:24,bible,False, , , , , , , , 
Bilhah,必拉,Bilhah,Genesis 35:25,bible,False, , , , , , , , 
Zilpah,悉帕,Zilpah,Genesis 35:26,bible,False, , , , , , , , 
Reuben,鲁本,Reuben, ,bible,False, , , , , , , , 
Simeon,西蒙,Simeon, ,bible,False, , , , , , , , 
Levi,列维,Levi,Genesis 35:23,bible,False, , , , , , , , 
Judah,犹大,Judah, ,bible,False, , , , , , , , 
Issachar,以萨迦,Issachar, ,bible,False, , , , , , , , 
Zebulun,西布伦,Zebulun, ,bible,False, , , , , , , , 
Dinah,黛娜,Dinah,Genesis 34,bible,False, , , , , , , , 
Esau,以扫/,Esau/, ,bible,False, , , , , , , , 
Edom,以东,Edom,Genesis 36:1,bible,False, , , , , , , , 
Ishmael,以实玛利,Ishmael,Genesis 16:16,bible,False, , , , , , , , 
Manasseh2,（玛拿西,(Manasseh,Genesis 41:50-52,bible,False, , , , , , , , 
Ephraim,和以法莲）,and Ephraim), ,bible,False, , , , , , , , 
Benjamin,本杰明,Benjamin, ,bible,False, , , , , , , , 
Dan,担,Dan,Genesis 35:23,bible,False, , , , , , , , 
Naphtali,拿弗他利,Naphtali, ,bible,False, , , , , , , , 
Gad,伽德,Gad, ,bible,False, , , , , , , , 
Asher,亚瑟,Asher, ,bible,False, , , , , , , , 
Milcah1,乌兹、布兹、凯米尔、,"Uz, Buz, Kemuel,",Genesis 22:21,bible,False, , , , , , , , 
Milcah2,切塞德，哈佐，,"Chesed, Hazo,", ,bible,False, , , , , , , , 
Milcah3,吉拉夫·皮尔达什,"Pildash, Jidlaph", ,bible,False, , , , , , , , 
Tebah,特巴,Tebah,Genesis 22:24,bible,False, , , , , , , , 
Gaham,加汉姆,Gaham, ,bible,False, , , , , , , , 
Tahash,塔哈什,Tahash, ,bible,False, , , , , , , , 
Maacah,玛卡,Maacah, ,bible,False, , , , , , , , 
Mahalath,玛哈拉特/,Mahalath/,"Genesis 28:8, 9",bible,False, , , , , , , , 
Basemath,巴塞马斯,Basemath,"Genesis36:3, 4",bible,False, , , , , , , , 
Reuel,鲁埃尔,Reuel,"36:13, 17",bible,False, , , , , , , , 
Nahath,拿哈斯,Nahath, ,bible,False, , , , , , , , 
Zerah,谢拉,Zerah, ,bible,False, , , , , , , , 
Schammah,沙玛,Schammah, ,bible,False, , , , , , , , 
Mizzah,米扎,Mizzah, ,bible,False, , , , , , , , 
Adah,阿达,Adah,"36:11, 12, 15, 16",bible,False, , , , , , , , 
Eliphaz,以利法,Eliphaz, ,bible,False, , , , , , , , 
Teman,特曼,Teman, ,bible,False, , , , , , , , 
Omar,奥马尔,Omar, ,bible,False, , , , , , , , 
Zepho,泽福,Zepho, ,bible,False, , , , , , , , 
Kenaz,凯纳兹,Kenaz, ,bible,False, , , , , , , , 
Korah,可拉,Korah, ,bible,False, , , , , , , , 
Korah_Gatam,可拉、加塔姆,"Korah, Gatam","Genesis 36:11, 16",bible,False, , , , , , , , 
Amalek,亚玛力人,Amalek, ,bible,False, , , , , , , , 
Oholibamah,奥霍利巴马,Oholibamah,"36:14, 18",bible,False, , , , , , , , 
Jeush,耶乌什,Jeush, ,bible,False, , , , , , , , 
Jalam,贾拉姆,Jalam, ,bible,False, , , , , , , , 
Nebaioth,内巴约特,Nebaioth,Genesis 25:13,bible,False, , , , , , , , 
Kedar,凯达,Kedar, ,bible,False, , , , , , , , 
Mishma,米什玛,Mishma, ,bible,False, , , , , , , , 
Adbeel_Mibsam,米布萨姆·阿德贝尔,"Adbeel, Mibsam",Genesis 25:13,bible,False, , , , , , , , 
Dumah_Massa,马萨杜马,"Dumah, Massa",Genesis 25:14,bible,False, , , , , , , , 
Hadad,哈达,Hadad, ,bible,False, , , , , , , , 
Tema,特马,Tema, ,bible,False, , , , , , , , 
Jetur,杰图尔,Jetur, ,bible,False, , , , , , , , 
Naphish,纳菲什,Naphish, ,bible,False, , , , , , , , 
Kedemah,凯德玛,Kedemah, ,bible,False, , , , , , , , 
Keturah,基杜拉,Keturah,Genesis 25:1-4,bible,False, , , , , , , , 
Zimran,辛兰,Zimran, ,bible,False, , , , , , , , 
Jokshan,约珊,Jokshan, ,bible,False, , , , , , , , 
Medan,媒体,Medan, ,bible,False, , , , , , , , 
Midian,米甸,Midian, ,bible,False, , , , , , , , 
Ishbak,ishbak,Ishbak, ,bible,False, , , , , , , , 
Shuah,舒亚,Shuah, ,bible,False, , , , , , , , 
Timna,Timna,Timna,"1 Chr 1:36, Ge 36:10-12",bible,False, , , , , , , , 
life-expectancy2,（诗篇90:10）,(Psalm 90:10),2024-11-29,bible,False, , , , , , , , 
Ham,火腿,Ham,Gen 10:1,bible,False, , , , , , , , 
Canaan,迦南,Canaan,Gen 10:6,bible,False, , , , , , , , 
Sidon,西顿,Sidon,Gen 10:15,bible,False, , , , , , , , 
Heth,赫斯,Heth,Gen 10:15,bible,False, , , , , , , , 
Jebusite,耶布斯人,Jebusite,Gen 10:16,bible,False, , , , , , , , 
Amorite,亚摩利人,Amorite,Gen 10:16,bible,False, , , , , , , , 
Girgashite,吉尔迦什特,Girgashite,Gen 10:16,bible,False, , , , , , , , 
Hivite,希维特,Hivite,Gen 10:17,bible,False, , , , , , , , 
Arkite,阿尔凯特,Arkite,Gen 10:17,bible,False, , , , , , , , 
Sinite,赛尼特,Sinite,Gen 10:17,bible,False, , , , , , , , 
